row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,DOM_Interlab_LCMS_Lab012_A5M_Pos_MS2_rep2.mzML Peak area,DOM_Interlab_LCMS_Lab012_A5M_Pos_MS2_rep3.mzML Peak area,DOM_Interlab_LCMS_Lab012_A5M_Pos_MS2_rep1.mzML Peak area,DOM_Interlab_LCMS_Lab012_A15M_Pos_MS2_rep1_5uL.mzML Peak area,DOM_Interlab_LCMS_Lab012_A15M_Pos_MS2_rep3_5uL.mzML Peak area,DOM_Interlab_LCMS_Lab012_PPLBlank_Pos_MS2_rep1.mzML Peak area,DOM_Interlab_LCMS_Lab012_A45M_Pos_MS2_rep2_5uL.mzML Peak area,DOM_Interlab_LCMS_Lab012_A45M_Pos_MS2_rep1_5uL.mzML Peak area,DOM_Interlab_LCMS_Lab012_A15M_Pos_MS2_rep2_5uL.mzML Peak area,DOM_Interlab_LCMS_Lab012_M_Pos_MS1_rep3.mzML Peak area,DOM_Interlab_LCMS_Lab012_M_Pos_MS1_rep2.mzML Peak area,DOM_Interlab_LCMS_Lab012_M_Pos_MS2_rep1.mzML Peak area,DOM_Interlab_LCMS_Lab012_A45M_Pos_MS2_rep3_5uL.mzML Peak area,
18458,155.10733961472218,9.552999,,,,,,,,,,,272293.97,270273.56,270090.5,109450.21,113137.17,0,87780.05,86907.32,106551.72,265507.75,152469.4,196147.33,91771.61,
24804,156.9908226435688,14.675491,,,,,,,,,,,6705.377,8460.961,14432.215,42982.855,49212.676,0,94843.695,81356.52,47002.77,15016.518,13799.782,16204.464,82150.51,
19916,157.12274283666827,10.577479,,,,,,,,,,,208238.1,194526.38,212290.44,183445.92,174392.98,0,123212.54,126458.3,206817.03,107537.43,75658.43,129464.67,127315.03,
17369,157.12298971012657,8.671018,,,,,,,,,,,86748.35,129076.625,106068.08,141731.0,158819.66,0,349755.94,369324.7,151601.08,166760.52,60194.01,224917.17,376141.84,
37,158.00296327706147,0.90268916,,,,,,,,,,,600.0863,0,0,39701.01,38039.504,0,21591.465,28369.668,42416.246,261500.6,358844.66,126569.414,25341.111,
17182,158.15464364230834,8.4895735,,,,,,,,,,,369788.6,344173.9,369419.9,347389.66,345523.2,0,520655.53,498123.16,359492.4,275287.16,184348.6,278874.16,522809.28,
151,158.96407367932426,0.9658368,,,,,,,,,,,7297.034,1272.3845,0,220203.16,205224.88,11967.058,241244.19,231380.92,213577.55,97492.82,97210.555,125826.055,222052.31,
19599,161.13293468925988,10.371524,,,,,,,,,,,3261800.2,1457159.5,3648649.8,0,0,0,393424.12,0,75176.19,28063.777,30108.564,22583.89,0,
21428,161.98731814244948,11.264587,,,,,,,,,,,301961.4,300129.72,295666.78,72024.73,73745.03,0,112026.14,107677.5,70277.125,1229.4543,1524.0914,3381.379,111657.875,
1052,162.12834676796805,3.0838978,,,,,,,,,,,0,0,0,14002.451,174135.88,0,82601.21,405783.44,152116.9,0,0,2182.753,363676.44,
18802,163.0760605022804,9.830823,,,,,,,,,,,349985.5,337382.72,316657.2,328548.06,267742.47,0,281109.94,270126.16,286219.47,7904.7705,11711.424,23897.248,273370.25,
17773,163.0760711850472,9.007981,,,,,,,,,,,727602.2,814193.06,761608.7,1108737.5,1038374.56,0,996298.56,973217.06,1092985.9,704307.4,330592.62,748692.25,986823.4,
21372,163.1118601459876,11.247275,,,,,,,,,,,2600428.0,2566994.8,2212629.5,1272407.1,1047424.4,0,3010632.8,2928714.2,1194377.1,6963.0,14313.453,30624.613,3060316.8,
18603,163.11246157898054,9.692977,,,,,,,,,,,65804.37,74344.29,68021.45,82610.695,91896.74,0,470642.7,455184.84,524363.8,17135.803,11892.306,25656.21,505189.7,
763,163.12349683793119,2.9184058,,,,,,,,,,,0,0,0,73400.1,62529.566,0,217403.48,223675.23,67944.67,0,0,0,210999.42,
18187,163.14879920449678,9.372781,,,,,,,,,,,138752.73,121393.76,111857.766,72769.83,59432.426,0,69556.96,61910.92,63891.17,97852.53,49891.69,145133.69,76785.35,
7,164.06691724637133,0.8992818,,,,,,,,,,,0,0,0,53678.39,52308.465,0,43088.5,48069.305,50959.465,70915.6,71640.05,71113.96,52048.375,
13476,164.08448187376428,6.3129086,,,,,,,,,,,146459.48,141924.64,144634.53,218649.39,226631.42,0,237354.45,235000.14,242923.36,180520.86,139155.89,215773.45,262967.75,
172,164.128275531079,1.0051239,,,,,,,,,,,0,0,0,41646.496,35580.004,0,22695.04,21444.588,40424.49,21970.885,24977.611,24626.332,19160.746,
189,164.92056186421334,1.032799,,,,,,,,,,,8302.061,1731.6533,0,306009.66,323455.78,0,282651.78,259181.77,329728.03,119401.75,102334.06,135409.19,282971.97,
19768,165.05476769725868,10.521825,,,,,,,,,,,286027.7,305095.75,269599.38,379614.28,409854.75,160056.08,349800.8,296842.5,410928.94,161510.38,145281.22,312727.78,359851.6,
17025,165.09178798521626,8.272524,,,,,,,,,,,519015.0,513602.72,353677.28,613679.06,786872.7,0,429389.7,380111.8,747103.56,317419.03,12791.914,327541.03,349615.84,
17411,165.09174496653475,8.706527,,,,,,,,,,,381107.06,136576.53,134541.16,598180.8,596995.25,0,194257.3,426717.62,767622.3,342429.53,155038.6,475741.4,371630.8,
15778,165.091781758552,7.3120093,,,,,,,,,,,56800.273,229873.25,226345.4,297861.5,272523.06,0,292224.75,296970.47,299044.44,198650.44,110944.68,205122.72,333988.62,
20298,165.1276713470433,10.80365,,,,,,,,,,,99278.99,125204.625,124222.555,597230.75,105976.805,0,104209.984,74411.53,563385.5,336025.34,63467.043,62423.71,93002.7,
20439,165.12768432438756,10.870219,,,,,,,,,,,660844.8,611775.1,546317.2,117851.82,645488.6,0,689405.75,123412.08,103875.4,83311.836,355223.34,108859.5,729765.4,
19141,165.1280945723319,10.110138,,,,,,,,,,,164006.73,165182.9,150565.64,198929.31,181301.8,0,516119.22,86991.94,223635.94,125088.71,65873.42,61380.594,518286.3,
24799,165.9830538722916,14.663722,,,,,,,,,,,28389.07,24852.771,29527.15,25414.29,28047.195,0,30114.29,25095.967,23046.951,100613.74,102238.34,74697.14,30617.824,
307,166.08628939173457,1.1233585,,,,,,,,,,,0,0,0,71575.8,72400.336,0,112235.23,112681.48,39170.156,31352.83,27446.256,38085.28,113084.18,
523,166.0866527671361,2.2555363,,,,,,,,,,,12075.554,6811.008,4958.3984,982213.44,976355.75,0,2132073.0,2134683.8,985601.3,467112.6,194117.1,580719.94,2163282.5,
31,167.0128810718617,0.9078215,,,,,,,,,,,15970.5,5458.3394,8797.381,137419.28,140192.84,0,110319.35,116729.37,138517.56,270057.84,287175.47,288807.6,120047.95,
24832,167.0128982628047,14.989078,,,,,,,,,,,15650.969,5714.1885,3686.6562,196320.47,215566.05,0,54393.207,50988.055,221618.6,39635.02,38517.12,52935.445,223077.88,
24836,167.01290764977202,15.082191,,,,,,,,,,,32640.46,22399.057,20977.418,47528.56,45337.406,0,29485.777,47644.5,45998.926,34231.285,37626.496,80965.82,47205.227,
17253,167.070971748688,8.624187,,,,,,,,,,,75193.984,87092.67,88224.39,620805.0,153895.95,0,127923.79,116235.19,138308.25,16928.195,1723.7042,25000.172,111288.95,
17475,167.07097778276108,8.739842,,,,,,,,,,,77793.16,66346.305,81549.445,116848.03,140819.39,0,104575.22,133259.75,572373.9,10591.908,9208.412,8099.671,133126.1,
16882,167.07105109651692,8.151471,,,,,,,,,,,553905.9,565836.56,538762.8,880643.0,908753.9,0,508581.38,539070.94,895759.6,475883.66,188602.3,518813.75,557672.1,
14980,167.07105217033276,6.880324,,,,,,,,,,,140299.53,222396.48,149569.97,234056.42,205181.0,0,60031.777,71616.06,166705.75,55590.75,50728.625,60788.438,59374.37,
20361,167.10689031157168,10.844479,,,,,,,,,,,82747.734,331297.22,76366.79,27846.355,66529.42,0,121875.945,253160.19,78246.76,9644.349,34435.406,25103.814,113769.4,
19039,167.1074153431791,9.996147,,,,,,,,,,,459380.47,331716.6,407604.3,166504.56,162350.48,0,710033.3,708314.44,167130.16,240118.86,112612.67,303568.88,655302.3,
14272,167.10743659016129,6.581671,,,,,,,,,,,163181.88,90314.89,520551.88,261439.4,226142.89,0,151125.03,283735.0,211985.72,204239.97,234168.0,193994.8,112076.37,
14089,167.10744233227578,6.5363326,,,,,,,,,,,652878.6,682593.06,205841.31,1072190.9,1105127.8,0,1273814.9,1202492.0,1101619.5,904804.56,300204.9,989488.8,1255702.9,
18673,167.10744524774512,9.739518,,,,,,,,,,,424451.53,260422.88,214095.7,342460.84,401914.03,0,130171.81,134982.4,391547.25,184523.25,164987.98,224836.92,133935.31,
15245,167.10744734729994,7.018995,,,,,,,,,,,190696.52,155953.55,145189.62,132691.62,213002.22,0,124055.33,129450.86,117697.516,83652.28,87004.39,90287.27,365617.75,
18972,167.14382496312047,9.946307,,,,,,,,,,,59640.71,60641.92,41959.805,274442.6,235345.7,0,294023.62,216128.66,95847.5,126104.8,25867.662,137728.05,268709.7,
19051,167.14383535567146,9.982347,,,,,,,,,,,145583.84,185248.39,138373.05,82613.76,83337.5,0,0,83530.29,292995.12,44350.215,45934.754,55714.566,47820.0,
16254,168.13875547475664,7.596639,,,,,,,,,,,15662.07,8699.342,11043.678,25720.875,11039.25,0,166136.08,143038.6,24606.066,0,0,0,163426.2,
547,168.1388490130144,2.5044336,,,,,,,,,,,0,0,0,24101.926,23858.275,0,192953.86,182455.22,30626.564,0,0,0,24338.32,
15216,169.0866970808356,7.010449,,,,,,,,,,,750575.06,820193.7,910532.6,1025337.1,850716.4,0,97642.73,108714.766,1015931.5,816282.06,850136.0,1024794.1,127751.7,
13781,169.08670468953014,6.44634,,,,,,,,,,,337785.84,132680.66,135318.34,220573.55,249497.75,0,445369.75,191835.19,512089.72,215566.47,183394.11,168229.88,203722.23,
11294,169.08671775805465,5.6595263,,,,,,,,,,,58463.82,60096.883,26753.324,114003.21,113216.66,0,76912.65,115868.39,45840.977,213763.95,243985.25,240119.89,105262.41,
16242,169.086723950831,7.5912995,,,,,,,,,,,83976.414,81125.31,86313.51,106379.87,112868.02,0,94837.61,89556.06,102289.7,82470.22,84850.71,132549.3,91351.625,
20392,169.12252933293178,10.85284,,,,,,,,,,,189679.44,124925.51,182163.22,128667.88,124152.305,0,113693.98,114882.0,60137.246,42976.582,78789.195,53634.58,106815.836,
19922,169.12271125635564,10.578975,,,,,,,,,,,376558.0,348991.2,305116.3,193648.53,176808.98,0,173621.28,181461.3,221425.7,212810.64,186136.94,287887.5,195261.08,
19596,169.1227424502288,10.365631,,,,,,,,,,,776029.4,728655.9,778882.9,163582.78,184476.73,0,0,137286.12,168713.1,180961.08,162053.3,190712.27,120398.484,
19302,169.12276055508332,10.231972,,,,,,,,,,,287717.78,272707.8,275948.7,327823.3,590403.25,0,519746.22,507965.16,569030.75,531257.25,201450.89,595832.1,295588.62,
19065,169.1230751568738,10.013239,,,,,,,,,,,440547.75,523156.2,477496.62,261857.86,324741.66,0,226081.92,183702.6,320061.2,363992.8,193289.81,415102.94,198488.52,
24833,169.9773786123192,14.968189,,,,,,,,,,,19690.35,95753.97,6814.6943,65087.246,69572.086,0,64654.44,26863.445,45106.863,75568.76,75048.01,36274.266,67626.91,
24828,169.97738740073208,14.871232,,,,,,,,,,,42208.72,27432.324,56324.312,84193.27,68370.664,0,44373.633,50703.086,41567.566,119836.42,126416.65,112386.734,66363.99,
24834,169.9773947437839,15.037258,,,,,,,,,,,19358.713,12938.346,44758.2,57239.11,54473.344,0,56415.562,56492.75,56468.188,56415.125,59718.61,44903.918,56800.93,
24839,169.9773969068723,15.134899,,,,,,,,,,,16176.61,4899.7837,4824.2295,17047.53,40023.535,0,41989.375,11746.118,44425.074,40702.793,43376.047,15683.531,41013.7,
24806,169.9773984354096,14.699492,,,,,,,,,,,150966.48,47823.53,91913.26,116216.234,301728.9,0,448101.84,245352.9,321562.6,175412.52,229139.1,42108.28,371951.84,
24822,169.97740096012214,14.8140745,,,,,,,,,,,27385.879,37122.137,39713.637,87373.875,13957.426,0,93039.5,83837.8,74527.72,128404.76,160399.52,67608.82,49640.92,
24795,169.9774724819067,14.669363,,,,,,,,,,,101887.51,85476.94,112743.25,67813.72,30734.49,0,0,56968.277,58338.887,649384.6,710550.1,184693.64,0,
500,170.0815539342916,1.9051603,,,,,,,,,,,0,0,0,0,10766.533,0,33179.1,15340.873,0,123060.87,112551.25,126312.0,39942.367,
455,170.08155637325765,1.8005047,,,,,,,,,,,0,0,0,449991.22,468917.88,0,138434.88,133817.94,383542.5,0,0,10157.36,144744.38,
530,170.08169111168985,2.3577511,,,,,,,,,,,0,0,0,475984.66,466071.22,0,192930.23,47002.477,451812.0,139245.66,0,175839.92,39897.46,
23137,170.11670159270187,11.991196,,,,,,,,,,,208881.25,131185.19,50740.1,225527.22,240097.2,0,253256.08,241951.4,0,0,0,0,91159.69,
22814,170.1168885978494,11.79754,,,,,,,,,,,217472.14,299010.9,262361.16,206505.05,504422.03,0,450767.56,454531.1,0,0,0,0,0,
23343,170.1169177846724,12.175091,,,,,,,,,,,162496.8,224859.45,69812.32,180363.39,175743.67,0,187519.42,197401.9,174295.67,0,0,0,212933.64,
23637,170.1170905755812,12.359608,,,,,,,,,,,82079.79,50104.1,14430.967,186548.47,117619.01,0,145946.61,167801.14,175133.52,0,0,0,159942.61,
22219,170.117524114909,11.55611,,,,,,,,,,,1533002.2,1083381.1,2539281.0,4158782.2,4344530.5,0,4393642.0,3626347.8,4098025.5,0,0,0,3963780.2,
5503,170.11827989890295,4.3386674,,,,,,,,,,,13544.133,13129.039,19227.947,510904.66,493742.1,0,896070.8,860227.4,541012.6,334023.34,356086.28,359121.06,836980.4,
12745,170.11831549253745,6.0741725,,,,,,,,,,,924707.2,827526.75,1034842.44,1978539.9,2004032.0,0,1948623.5,1833247.2,2014768.0,1132943.0,805448.9,1236239.2,1884854.4,
22505,171.10147586434073,11.672451,,,,,,,,,,,124015.83,184749.16,61421.71,491447.03,513651.47,0,494932.22,464987.44,547671.9,0,0,0,434652.72,
19034,171.1023229968927,9.9930315,,,,,,,,,,,808831.94,630991.06,639543.75,327113.2,285021.4,0,218479.14,208357.73,311702.88,506417.06,195213.3,513080.12,210889.0,
10722,171.1023244035775,5.4923472,,,,,,,,,,,37804.24,38157.113,45288.78,58370.86,63981.992,0,92170.945,81410.14,34353.35,202581.12,230707.28,219823.34,73961.2,
22250,171.12087634894485,11.570214,,,,,,,,,,,50214.008,167389.97,64915.812,301030.4,328874.62,0,128401.336,139793.38,346928.12,0,0,0,124205.91,
20941,171.1380880708982,11.076362,,,,,,,,,,,399918.34,202593.9,198101.7,162089.48,175613.67,0,176789.77,172168.36,156123.73,116389.125,112827.266,204124.16,111853.64,
1010,172.09776812355403,3.0664427,,,,,,,,,,,0,0,0,150910.98,133785.1,0,28531.182,67426.74,153971.95,48163.137,32387.973,38489.457,82782.98,
23224,172.13231500634862,12.04863,,,,,,,,,,,108941.984,108814.56,248031.34,337084.3,357900.62,0,357007.62,225571.5,306182.1,0,0,0,347611.9,
22802,172.13231949598818,11.802828,,,,,,,,,,,312748.12,508878.5,598732.25,0,0,0,0,769172.44,0,0,0,0,0,
23138,172.1323242473329,11.978985,,,,,,,,,,,330184.0,207914.16,79742.16,339025.7,347841.75,0,393843.25,398912.9,255850.53,0,0,0,394750.12,
23344,172.1325122337559,12.169533,,,,,,,,,,,228567.22,239620.19,101629.74,272796.34,269599.94,0,281733.25,204930.88,271154.94,0,0,0,312092.88,
23616,172.1326780439451,12.348685,,,,,,,,,,,95749.8,170582.86,44058.24,279180.38,284193.56,0,240803.75,216512.9,273628.9,0,0,0,258201.61,
23690,172.13274702878815,12.43986,,,,,,,,,,,96974.8,41927.152,116804.52,250589.94,245287.27,0,194395.89,204494.84,249516.66,0,0,0,87084.375,
22356,172.1330520815195,11.635694,,,,,,,,,,,3442336.2,1506451.8,3023690.8,1523085.9,717898.6,0,0,826787.0,0,0,0,0,0,
24040,172.13317100824906,13.074306,,,,,,,,,,,33217.707,42911.324,25999.707,130988.484,171143.64,0,123908.55,213381.72,148299.0,0,0,0,154869.92,
23834,172.1332113561383,12.613177,,,,,,,,,,,45250.89,69850.2,67021.78,134839.16,104983.56,0,175798.73,170206.28,218390.9,0,0,0,217456.34,
21558,172.13325958169102,11.312251,,,,,,,,,,,1021299.7,124276.72,911322.06,220249.88,169863.92,0,235321.4,0,196252.77,0,0,2168.564,226327.34,
21774,172.13326218748,11.41096,,,,,,,,,,,89815.34,1317120.5,0,223159.66,207274.34,0,251761.66,227635.31,252848.27,0,0,1996.3105,215158.84,
18862,172.17032373521093,9.86148,,,,,,,,,,,221914.02,238116.06,215203.11,136844.89,183872.69,0,150790.61,151626.88,164539.34,157537.81,84734.43,181395.3,164961.3,
24815,172.9564594930274,14.762981,,,,,,,,,,,262720.22,363247.03,324901.75,710456.06,497722.3,0,484910.7,632838.5,388544.2,766410.2,489569.0,678044.4,545990.7,
18038,173.1180477805052,9.287236,,,,,,,,,,,151485.48,137991.83,164746.47,70692.336,66756.24,0,32713.137,9583.624,57465.133,115048.28,111599.84,167521.83,31007.361,
20205,173.13286451847046,10.777664,,,,,,,,,,,714094.5,219576.39,380165.47,489229.9,568504.4,0,421930.12,491937.06,304523.44,383544.28,357975.1,427293.12,510541.97,
22582,174.1275769299036,11.696799,,,,,,,,,,,402589.06,481598.38,527957.5,327545.53,312673.38,0,299956.06,272767.47,347015.34,82621.95,379503.25,218377.5,274592.62,
240,174.14889988406992,1.0870274,,,,,,,,,,,0,0,0,95577.664,168115.67,0,164564.4,155857.36,174216.89,0,0,0,159174.05,
24813,174.95348842814028,14.755025,,,,,,,,,,,25727.244,27643.096,26992.117,116784.195,114129.61,0,98065.016,125459.28,127584.06,33074.418,150614.12,44573.266,128643.72,
18008,175.09734097079058,9.252137,,,,,,,,,,,172998.97,100700.41,125919.85,53314.016,30769.074,0,20633.746,19586.656,31225.758,157689.48,139649.64,170141.81,23738.729,
18100,175.09741343719185,9.330234,,,,,,,,,,,0,197198.0,30430.79,0,9140.191,0,9745.744,3633.979,17887.957,42907.184,1701.9562,10972.104,6072.295,
19161,175.11246158662246,10.118474,,,,,,,,,,,120487.26,579855.06,138685.31,113359.086,103924.52,0,82945.77,75536.37,104842.555,188670.56,109892.836,503514.9,73819.33,
405,176.09219691253438,1.746068,,,,,,,,,,,0,0,0,143842.05,149772.12,0,21409.68,18809.773,147189.03,0,0,0,12938.424,
239,176.12813295225658,1.0863997,,,,,,,,,,,0,0,0,229388.84,205676.42,0,58456.785,59169.25,234113.2,138347.69,136266.77,145395.72,63727.35,
4535,176.14398973223243,4.110839,,,,,,,,,,,0,0,0,189699.61,198959.5,0,614325.44,642933.6,190786.44,0,0,0,604312.25,
3228,176.14430124986075,3.7929506,,,,,,,,,,,0,0,0,241922.45,252786.88,0,659189.44,648103.1,248742.27,1874.9619,3371.971,0,780212.6,
19852,177.0550544498807,10.547053,,,,,,,,,,,2529394.8,2457130.5,2518762.0,1768240.9,1722794.9,0,1710885.1,1686590.2,1738607.0,1790939.5,1833734.8,2075100.1,1673303.5,
19520,177.12789396876795,10.348489,,,,,,,,,,,337908.97,538736.8,359649.9,118387.22,134836.88,0,82706.42,46514.773,120151.91,159307.42,158560.36,402168.4,87244.195,
23724,178.0682323128816,12.47858,,,,,,,,,,,118997.04,121885.25,122883.11,33169.316,29357.69,0,85613.37,116897.08,21493.326,0,0,0,121147.15,
15868,178.10009904005037,7.357902,,,,,,,,,,,4314713.0,4420951.0,4442045.5,4636932.0,4626333.0,0,4695975.5,4628774.5,4668096.5,4140057.2,2777403.2,4451344.5,4747746.5,
24745,178.12273119850894,14.609389,,,,,,,,,,,74246.15,80635.58,81413.95,310454.6,133930.92,0,375722.22,295133.94,328095.5,16099.825,17771.832,22531.125,305300.97,
11427,178.12317309928602,5.712518,,,,,,,,,,,45206.332,36772.547,30900.195,123628.53,132093.11,0,93763.625,97269.586,539149.75,0,0,0,24042.95,
17004,179.10744411916448,8.306228,,,,,,,,,,,398066.9,298448.8,293444.34,152526.89,167989.05,0,153636.72,127447.164,183399.6,252252.94,241759.62,367860.22,139317.55,
18398,179.1074547165722,9.509019,,,,,,,,,,,414643.47,698518.56,561001.8,237683.1,250097.89,0,188985.33,189486.6,237506.86,415257.4,485984.8,527316.7,200060.66,
17875,179.10746549129624,9.075273,,,,,,,,,,,519345.5,856870.4,810781.8,278921.75,631679.5,0,177721.89,223329.33,285997.25,384543.56,421486.2,735723.5,221998.28,
21463,179.14317289031575,11.279847,,,,,,,,,,,962110.44,772540.7,121744.68,142469.27,625803.8,0,652515.94,91733.34,649916.25,430573.56,385143.2,266319.47,131912.5,
19468,179.1435325281482,10.320666,,,,,,,,,,,460686.84,88859.33,103084.86,75330.18,316033.34,0,33045.785,261243.95,72015.64,78107.7,72674.65,91667.45,56095.88,
474,180.08846228072443,1.8684491,,,,,,,,,,,0,0,0,81257.35,89761.62,0,78418.15,77913.74,79426.07,0,0,0,75542.26,
246,180.10179509362413,1.1116226,,,,,,,,,,,4591.0283,0,0,0,0,0,0,0,0,251126.84,238784.14,378039.97,0,
373,180.1019220300753,1.1696537,,,,,,,,,,,825.1043,0,0,385752.4,0,0,436645.94,528282.1,303437.84,371338.94,183856.83,0,395521.3,
488,180.10210595074776,1.8802893,,,,,,,,,,,2492.5425,0,0,0,0,0,0,0,0,183583.81,125155.4,211216.7,0,
449,180.10231149856074,1.7815305,,,,,,,,,,,0,0,0,536943.94,552799.7,0,419672.78,397560.66,548406.7,0,0,0,430600.7,
1796,180.10268640734338,3.4061105,,,,,,,,,,,31901.234,14053.249,18412.08,1488919.9,1343708.8,0,391748.28,455804.94,1453749.8,357032.34,307734.12,629126.8,448323.94,
18168,180.17543526034436,9.364739,,,,,,,,,,,452569.1,386786.62,414573.5,285695.4,286856.47,0,220613.08,214709.52,275716.62,365689.84,279232.72,412105.97,227103.44,
15713,180.17544854282207,7.277538,,,,,,,,,,,98232.086,97846.74,97288.55,52744.016,57307.75,0,96611.94,95995.586,42164.805,78820.54,60038.695,103860.22,91163.82,
24800,181.01455963602174,14.658139,,,,,,,,,,,39100.26,42601.34,43626.727,79582.52,125114.2,0,114161.86,116043.87,110467.65,91604.87,102721.664,62540.074,84053.05,
516,181.0264094236723,2.2207403,,,,,,,,,,,89367.27,21594.395,53241.66,1277655.8,1238167.2,0,1043201.56,1035297.4,1291883.0,0,0,0,984166.94,
17480,181.0866367658704,8.76049,,,,,,,,,,,427369.7,103682.93,284188.12,388909.7,357665.06,0,241756.83,241987.39,396296.9,224643.34,136908.06,270354.0,216845.28,
17855,181.08672650284814,9.062695,,,,,,,,,,,277887.25,340235.3,312749.4,366860.78,380679.9,0,189922.78,184162.62,372917.8,241902.81,148439.58,320459.53,207374.02,
